param_hidden_layer_sizes,param_activation,param_batch_size,param_max_iter,param_alpha,mean_test_score,rank_test_score,mean_train_score
"(19,)",relu,100,800,0.01,-0.14375260309301574,14,-0.13997672189961746
"(21,)",relu,100,200,0.01,-0.14361246240860423,9,-0.14328200876259842
"(21,)",relu,100,400,0.01,-0.1452568346998981,208,-0.14190243229583321
"(21,)",relu,100,800,0.01,-0.14567361042840504,267,-0.14067561099930653
"(1,)",relu,200,200,0.01,-0.1777214059384801,1058,-0.17772741744263806
"(1,)",relu,200,400,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,200,800,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",relu,200,200,0.01,-0.18396051826207388,1061,-0.1835211222256053
"(3,)",relu,200,400,0.01,-0.15154927962991765,992,-0.14989938248867973
"(3,)",relu,200,800,0.01,-0.14676366600309884,467,-0.14504366626627468
"(5,)",relu,200,200,0.01,-0.1510466062195536,962,-0.14969054647841518
"(5,)",relu,200,400,0.01,-0.14714329106199198,533,-0.145664728160669
"(5,)",relu,200,800,0.01,-0.14697572285598354,503,-0.14555620843000677
"(7,)",relu,200,200,0.01,-0.16643288408385892,1053,-0.16493870953007655
"(7,)",relu,200,400,0.01,-0.14840432461493377,639,-0.14813608049868007
"(7,)",relu,200,800,0.01,-0.14528795031332029,214,-0.14521135321440648
"(9,)",relu,200,200,0.01,-0.14955108814608634,750,-0.14676187655921422
"(9,)",relu,200,400,0.01,-0.1468166562061165,479,-0.146038937117857
"(9,)",relu,200,800,0.01,-0.14551057066261203,251,-0.14515793371526292
"(11,)",relu,200,200,0.01,-0.14651928386129587,406,-0.14673757832938472
"(11,)",relu,200,400,0.01,-0.14454999730981274,89,-0.14518031747338675
"(11,)",relu,200,800,0.01,-0.1458596220608773,283,-0.14545032950479544
"(13,)",relu,200,200,0.01,-0.14750651174988536,577,-0.14684367560112185
"(13,)",relu,200,400,0.01,-0.1466972024702511,453,-0.1462295464087406
"(13,)",relu,200,800,0.01,-0.1465882269827512,423,-0.14448042110145656
"(15,)",relu,200,200,0.01,-0.14940200633703699,731,-0.1475328505331634
"(15,)",relu,200,400,0.01,-0.1465482049010644,415,-0.1442300030000187
"(15,)",relu,200,800,0.01,-0.14629251140319624,366,-0.14298604733409664
"(17,)",relu,200,200,0.01,-0.14757968176832797,585,-0.1466051982592454
"(17,)",relu,200,400,0.01,-0.1466970773756124,452,-0.14439090931587248
"(17,)",relu,200,800,0.01,-0.14545973100385798,246,-0.14093163326114805
"(19,)",relu,200,200,0.01,-0.1470644400431377,521,-0.14662831036389118
"(19,)",relu,200,400,0.01,-0.1463473924142787,374,-0.14368955102239672
"(19,)",relu,200,800,0.01,-0.14392020922153112,26,-0.14226805532974274
"(21,)",relu,200,200,0.01,-0.1466389512554313,441,-0.14612393271438487
"(21,)",relu,200,400,0.01,-0.14370308410929974,13,-0.14317179646146647
"(21,)",relu,200,800,0.01,-0.1442411548016188,52,-0.14186659373284405
"(1,)",relu,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",relu,50,200,1,-0.15081691506517364,926,-0.14955797409682292
"(3,)",relu,50,400,1,-0.14960002919666424,765,-0.14921989564469587
"(3,)",relu,50,800,1,-0.14960002919666424,765,-0.14921989564469587
"(5,)",relu,50,200,1,-0.14971432808489235,792,-0.14934885181957203
"(5,)",relu,50,400,1,-0.14905959284364165,690,-0.1492987214248502
"(5,)",relu,50,800,1,-0.14905959284364165,690,-0.1492987214248502
"(7,)",relu,50,200,1,-0.16697834124749533,1054,-0.16520643156618062
"(7,)",relu,50,400,1,-0.1501013276855882,836,-0.1499346067319796
"(7,)",relu,50,800,1,-0.14894224445711676,679,-0.14952903298451506
"(9,)",relu,50,200,1,-0.14915829902410088,701,-0.14958724561583298
"(9,)",relu,50,400,1,-0.15043682115093232,880,-0.14958431616685125
"(9,)",relu,50,800,1,-0.15043682115093232,880,-0.14958431616685125
"(11,)",relu,50,200,1,-0.14905071807027712,688,-0.14934894317062478
"(11,)",relu,50,400,1,-0.14872030952660048,653,-0.1494246488028016
"(11,)",relu,50,800,1,-0.1483112524418861,634,-0.1495037761815652
"(13,)",relu,50,200,1,-0.14935806277039393,721,-0.1496600069201078
"(13,)",relu,50,400,1,-0.14904413699093833,685,-0.14958291915142236
"(13,)",relu,50,800,1,-0.14904413699093833,685,-0.14958291915142236
"(15,)",relu,50,200,1,-0.14991439285318994,810,-0.14921853501228863
"(15,)",relu,50,400,1,-0.14926360271137923,709,-0.14987012620751056
"(15,)",relu,50,800,1,-0.14926360271137923,709,-0.14987012620751056
"(17,)",relu,50,200,1,-0.1491598711951739,702,-0.14981922427937372
"(17,)",relu,50,400,1,-0.14884146957961764,664,-0.1495824553782875
"(17,)",relu,50,800,1,-0.14884146957961764,664,-0.1495824553782875
"(19,)",relu,50,200,1,-0.14884932834260017,671,-0.1495588827663597
"(19,)",relu,50,400,1,-0.14934767264109916,719,-0.1494275331195823
"(19,)",relu,50,800,1,-0.14934767264109916,719,-0.1494275331195823
"(21,)",relu,50,200,1,-0.1494711023306669,735,-0.14995060090915424
"(21,)",relu,50,400,1,-0.15055068630652038,897,-0.1498442602967947
"(21,)",relu,50,800,1,-0.15055068630652038,897,-0.1498442602967947
"(1,)",relu,100,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,100,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,100,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",relu,100,200,1,-0.15399172837961203,1020,-0.15363122708916463
"(3,)",relu,100,400,1,-0.1504480723915522,885,-0.14958646766987066
"(3,)",relu,100,800,1,-0.15096042947765861,947,-0.14853445390787928
"(5,)",relu,100,200,1,-0.14957323154852314,754,-0.14940355746979844
"(5,)",relu,100,400,1,-0.1500088339514328,822,-0.14824764481682823
"(5,)",relu,100,800,1,-0.1500088339514328,822,-0.14824764481682823
"(7,)",relu,100,200,1,-0.16060561843208424,1040,-0.16002203180237223
"(7,)",relu,100,400,1,-0.1504386967099157,882,-0.1483551503601109
"(7,)",relu,100,800,1,-0.1497079582340654,787,-0.1487754343048316
"(9,)",relu,100,200,1,-0.1490960206836706,699,-0.1484821729703419
"(9,)",relu,100,400,1,-0.15014217583166942,842,-0.14848556580932587
"(9,)",relu,100,800,1,-0.15014217583166942,842,-0.14848556580932587
"(11,)",relu,100,200,1,-0.14928459014886147,714,-0.14814060257763684
"(11,)",relu,100,400,1,-0.14971688706983105,793,-0.14885214841572691
"(11,)",relu,100,800,1,-0.14961361287136213,770,-0.1488792065680736
"(13,)",relu,100,200,1,-0.15097235843687193,956,-0.14971315689594963
"(13,)",relu,100,400,1,-0.15113205585295905,973,-0.14963933867518558
"(13,)",relu,100,800,1,-0.15113205585295905,973,-0.14963933867518558
"(15,)",relu,100,200,1,-0.14981909835118906,802,-0.14903488302685416
"(15,)",relu,100,400,1,-0.14969531717949097,782,-0.14929674911087326
"(15,)",relu,100,800,1,-0.14969531717949097,782,-0.14929674911087326
"(17,)",relu,100,200,1,-0.15003392196103815,834,-0.14916424712060966
"(17,)",relu,100,400,1,-0.14970844173947628,788,-0.14869498396228878
"(17,)",relu,100,800,1,-0.14970844173947628,788,-0.14869498396228878
"(19,)",relu,100,200,1,-0.14895668966578743,682,-0.14837779828467312
"(19,)",relu,100,400,1,-0.1499174888017522,811,-0.1484852276037833
"(19,)",relu,100,800,1,-0.1497129636684597,790,-0.14837910834153054
"(21,)",relu,100,200,1,-0.1502240056213524,851,-0.14966537702971303
"(21,)",relu,100,400,1,-0.15063874821804246,906,-0.14927204264715432
"(21,)",relu,100,800,1,-0.15063874821804246,906,-0.14927204264715432
"(1,)",relu,200,200,1,-0.1777214059384801,1058,-0.17772741744263806
"(1,)",relu,200,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,200,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",relu,200,200,1,-0.20300761128244713,1093,-0.2011821602543836
"(3,)",relu,200,400,1,-0.15326977732814123,1008,-0.15198991209193408
"(3,)",relu,200,800,1,-0.14991276736736403,809,-0.1485889062341351
"(5,)",relu,200,200,1,-0.15338457964779856,1010,-0.15294111568711188
"(5,)",relu,200,400,1,-0.14978803859027337,794,-0.14958561600224665
"(5,)",relu,200,800,1,-0.15033183945365522,866,-0.1487213666378025
"(7,)",relu,200,200,1,-0.16524033960556161,1050,-0.1644906513719244
"(7,)",relu,200,400,1,-0.15456507180118173,1022,-0.15500595974487857
"(7,)",relu,200,800,1,-0.15075337369125194,920,-0.14793040885996755
"(9,)",relu,200,200,1,-0.15105071398488235,965,-0.15002632396013038
"(9,)",relu,200,400,1,-0.14887530298604554,676,-0.1473202966495807
"(9,)",relu,200,800,1,-0.15034374922549412,870,-0.14803213881961047
"(11,)",relu,200,200,1,-0.1499014686125216,806,-0.14866584320073062
"(11,)",relu,200,400,1,-0.14940773558575163,733,-0.14793184521194475
"(11,)",relu,200,800,1,-0.15001231607446516,824,-0.14814305831962324
"(13,)",relu,200,200,1,-0.14951170259190513,746,-0.1505242049502203
"(13,)",relu,200,400,1,-0.15095538858759946,940,-0.14950441609621717
"(13,)",relu,200,800,1,-0.15095538858759946,940,-0.14950441609621717
"(15,)",relu,200,200,1,-0.15021735183730894,849,-0.14924646978476433
"(15,)",relu,200,400,1,-0.15124531758173893,978,-0.148981379141708
"(15,)",relu,200,800,1,-0.15124531758173893,978,-0.148981379141708
"(17,)",relu,200,200,1,-0.14925763891704202,708,-0.14950328495843698
"(17,)",relu,200,400,1,-0.15083562493164734,927,-0.14845200092491734
"(17,)",relu,200,800,1,-0.15043059841382986,879,-0.1485321335956975
"(19,)",relu,200,200,1,-0.15052700361348662,893,-0.1494293484039407
"(19,)",relu,200,400,1,-0.14962733359825026,775,-0.14845711396655764
"(19,)",relu,200,800,1,-0.15002578004759337,827,-0.14864483739564277
"(21,)",relu,200,200,1,-0.15076181913283754,923,-0.15013582586742316
"(21,)",relu,200,400,1,-0.1505526401010623,899,-0.14921716883188424
"(21,)",relu,200,800,1,-0.14960468174111954,767,-0.14887704457230397
